Host,Formula,Crystal Category,Dopant Material,Concentration,Dopant Site,Temperature (K) ,Seebeck Coefficient (µV/K),Resistivity(Ω*m),Electrical Conductivity (S/m),Crystal Structure,Microstructure,Experimental Preparation Notes,Paper (hyperlink),,,,,,
Fe2VAl,FeCoVAl,X2YZ,Co,1,Fe,699.4285,-56.8355,,4.11E+05,Poly,Bulk, annealed at 1073K for 72h in vacuum,https://virginia.app.box.com/file/2099615567441,,,,,,
Fe2VAl,FeCoVAl,X2YZ,Co,1,Fe,847.3894,-54.2709,,4.06E+05,Poly,Bulk, annealed at 1073K for 72h in vacuum,https://virginia.app.box.com/file/2099615567441,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al,X2YZ,Nb,0.1,V,199.3726,28.5475,1.10E-05,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al,X2YZ,Nb,0.1,V,324.3143,19.2408,7.77E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al,X2YZ,Nb,0.1,V,431.002,7.0226,5.42E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al,X2YZ,Nb,0.1,V,531.918,-3.0561,4.04E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al,X2YZ,Nb,0.1,V,598.9862,-4.118,3.50E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al,X2YZ,Nb,0.2,V,201.7717,21.3277,7.43E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al,X2YZ,Nb,0.2,V,319.3154,16.7113,5.94E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al,X2YZ,Nb,0.2,V,442.5807,5.713,4.60E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al,X2YZ,Nb,0.2,V,599.8394,-1.9995,3.49E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al0.9Ga0.1,X2YZ,"Nb, Ga",0.1,"V, Al",199.9598,-61.818,7.12E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al0.9Ga0.1,X2YZ,"Nb, Ga",0.1,"V, Al",276.8401,-73.5172,6.21E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al0.9Ga0.1,X2YZ,"Nb, Ga",0.1,"V, Al",353.0929,-68.2447,5.44E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al0.9Ga0.1,X2YZ,"Nb, Ga",0.1,"V, Al",461.8284,-47.3785,4.50E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Nb0.1Al0.9Ga0.1,X2YZ,"Nb, Ga",0.1,"V, Al",599.6487,-18.1201,3.53E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al0.8Ga0.2,X2YZ,"Nb, Ga",0.2,"V, Al",200.8131,10.3005,5.88E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al0.8Ga0.2,X2YZ,"Nb, Ga",0.2,"V, Al",309.2223,3.5919,4.75E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al0.8Ga0.2,X2YZ,"Nb, Ga",0.2,"V, Al",424.2666,-2.2893,3.83E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.8Nb0.2Al0.8Ga0.2,X2YZ,"Nb, Ga",0.2,"V, Al",599.7741,-7.5144,2.83E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Ga0.1,X2YZ,Ga,0.1,Al,200.3062,-32.5464,1.14E-05,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Ga0.1,X2YZ,Ga,0.1,Al,300.3789,-43.8951,7.53E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Ga0.1,X2YZ,Ga,0.1,Al,382.3935,-41.6106,5.87E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Ga0.1,X2YZ,Ga,0.1,Al,477.6531,-39.7925,4.68E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Ga0.1,X2YZ,Ga,0.1,Al,592.7928,-37.6134,3.21E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.8Ga0.2,X2YZ,Ga,0.2,Al,198.9009,-81.3298,7.98E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.8Ga0.2,X2YZ,Ga,0.2,Al,276.6494,-89.6378,6.99E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.8Ga0.2,X2YZ,Ga,0.2,Al,371.1912,-78.4841,5.81E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.8Ga0.2,X2YZ,Ga,0.2,Al,487.4551,-51.2783,4.63E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.8Ga0.2,X2YZ,Ga,0.2,Al,600.2509,-37.2129,3.56E-06,,Poly,Bulk,annealed for 5 days at 1173 K,S1063782619130207.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.97Sb0.03,X2YZ,Sb,0.03,Al,348.9735,-110.4271,6.99E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.97Sb0.03,X2YZ,Sb,0.03,Al,473.5874,-64.5729,5.62E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.97Sb0.03,X2YZ,Sb,0.03,Al,593.2406,-35.6784,4.64E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.97Sb0.03,X2YZ,Sb,0.03,Al,749.4117,-20.603,3.73E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.84Ti0.16Al0.97Sb0.03,X2YZ,"Sb, Ti","0.03, 0.16","Al, V",349.9387,87.4372,4.00E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.84Ti0.16Al0.97Sb0.03,X2YZ,"Sb, Ti","0.03, 0.16","Al, V",445.0545,86.1809,4.12E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.84Ti0.16Al0.97Sb0.03,X2YZ,"Sb, Ti","0.03, 0.16","Al, V",576.6117,55.402,3.96E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.84Ti0.16Al0.97Sb0.03,X2YZ,"Sb, Ti","0.03, 0.16","Al, V",748.3975,21.4824,3.45E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Ti0.1Al,X2YZ,Ti,0.1,V,345.0607,87.4372,4.27E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Ti0.1Al,X2YZ,Ti,0.1,V,464.5238,77.3869,4.24E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Ti0.1Al,X2YZ,Ti,0.1,V,598.5047,43.4673,3.91E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2V0.9Ti0.1Al,X2YZ,Ti,0.1,V,750.7997,13.9447,3.41E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.07Sb0.03,X2YZ,"Sb, Si","0.03, 0.07",Al,345.3181,-109.799,4.02E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.07Sb0.03,X2YZ,"Sb, Si","0.03, 0.07",Al,444.1353,-102.2613,4.31E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.07Sb0.03,X2YZ,"Sb, Si","0.03, 0.07",Al,571.1239,-69.598,4.33E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.07Sb0.03,X2YZ,"Sb, Si","0.03, 0.07",Al,746.893,-36.9347,3.82E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.1,X2YZ,Si,0.1,Al,350.1318,-122.9899,4.11E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.1,X2YZ,Si,0.1,Al,478.2939,-99.7487,4.34E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.1,X2YZ,Si,0.1,Al,627.2705,-59.5477,4.03E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAl0.9Si0.1,X2YZ,Si,0.1,Al,748.1125,-36.9347,3.61E-06,,Poly,Bulk,powder metallurgical process,52_1546.pdf | Powered by Box,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,327.3465,39.2393,,172895.3,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,346.9378,38.7414,,176939.9,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,365.4385,38.4647,,180761.4,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,385.0285,38.0775,,184212.1,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,410.3788,36.9156,,189906.1,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,440.7129,34.9239,,198669.5,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe2VAlV0.9Ti0.1,X2YZ,Ti,0.1,V,465.4331,34.4813,,198072,Poly,Bulk,"annealed at 1073K for 72 hours, remeleted in arc furnance 3 times",THERMOELECTRIC PERFORMANCE OF Fe2ALV/CNT-BASED ALLOYS,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,100,-77.2674,1.47E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,118.8,-89.2815,1.46E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,139.2,-101.296,1.45E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,160.1,-111.19,1.42E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,177.8,-120.848,1.38E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,200.9,-129.093,1.32E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,219.7,-134.747,1.26E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,239,-136.631,1.21E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,258.8,-136.867,1.16E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,279.8,-134.511,1.10E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,301.8,-130.742,1.04E-05,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,321.1,-125.324,9.87E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,341.5,-120.141,9.34E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,360.3,-113.781,8.82E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,381.3,-106.949,8.22E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al,X2YZ,X,X,X,398.9,-103.651,7.75E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,98.9,-81.5077,9.33E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,119.9,-97.7621,9.46E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,140.3,-114.016,9.61E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,159,-130.035,9.64E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,181.1,-145.347,9.52E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,200.4,-157.833,9.35E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,219.1,-167.962,9.15E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,239.5,-175.265,8.93E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,259.4,-180.919,8.71E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,279.8,-182.568,8.48E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,299.1,-181.39,8.26E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,319.5,-179.505,8.01E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,340.4,-175.972,7.74E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,359.2,-171.26,7.50E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,380.1,-164.429,7.23E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.97Si0.03,X2YZ,Si,0.03,Al,400,-160.895,6.95E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.95Si0.05,X2YZ,Si,0.05,Al,102.2,-74.4405,7.04E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.95Si0.05,X2YZ,Si,0.05,Al,119.9,-90.9305,7.12E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.95Si0.05,X2YZ,Si,0.05,Al,140.3,-107.42,7.21E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
Fe2VAl,Fe1.95V1.05Al0.95Si0.05,X2YZ,Si,0.05,Al,160.1,-123.439,7.26E-06,,Poly,Bulk,"homogenized at 1273K for 48 h, annealed at 1273K for 1 h and then at 673 K for 4 h",Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl Doping effects on thermoelectric properties of the off- stoichiometric Heusler compounds Fe2−xV1+xAl ,,,,,,
